fecha;precip
2003-02-10;16,57
2003-02-11;53,76
2003-02-12;0,22
2003-02-13;88,24
2003-02-14;5,81
2003-02-15;1,68
2003-02-16;0,99
2003-02-17;9,20
2003-02-18;20,26
2003-02-19;5,88
2003-02-20;1,49
2003-02-21;18,66
2003-02-22;8,08
2003-02-23;3,07
2003-02-24;7,32
2003-02-25;8,81
2003-02-26;0,00
2003-02-27;14,84
2003-02-28;23,52
2003-03-01;55,84
2003-03-02;3,22
2003-03-03;0,54
2003-03-04;52,81
2003-03-05;0,04
2003-03-06;0,00
2003-03-07;0,13
2003-03-08;4,17
2003-03-09;0,19
2003-03-10;2,48
2003-03-11;3,43
