fecha;radsup
2003-02-10;9,80
2003-02-11;5,56
2003-02-12;2,36
2003-02-13;3,24
2003-02-14;25,47
2003-02-15;13,34
2003-02-16;3,33
2003-02-17;25,72
2003-02-18;25,88
2003-02-19;24,87
2003-02-20;22,90
2003-02-21;22,95
2003-02-22;23,68
2003-02-23;17,47
2003-02-24;24,61
2003-02-25;16,85
2003-02-26;12,04
2003-02-27;8,67
2003-02-28;23,41
2003-03-01;6,90
2003-03-02;10,38
2003-03-03;13,86
2003-03-04;14,83
2003-03-05;19,79
2003-03-06;11,69
2003-03-07;20,05
2003-03-08;22,87
2003-03-09;24,16
2003-03-10;23,36
2003-03-11;19,62
