fecha;tmax
2003-02-10;307,20
2003-02-11;304,00
2003-02-12;306,80
2003-02-13;303,10
2003-02-14;301,60
2003-02-15;306,40
2003-02-16;300,50
2003-02-17;298,80
2003-02-18;299,60
2003-02-19;300,50
2003-02-20;301,20
2003-02-21;301,80
2003-02-22;302,70
2003-02-23;303,00
2003-02-24;305,90
2003-02-25;306,50
2003-02-26;306,70
2003-02-27;311,10
2003-02-28;310,90
2003-03-01;310,00
2003-03-02;304,70
2003-03-03;308,20
2003-03-04;309,20
2003-03-05;303,20
2003-03-06;305,80
2003-03-07;299,70
2003-03-08;296,80
2003-03-09;297,60
2003-03-10;303,30
2003-03-11;305,70
