fecha;tmin
2003-02-10;300,90
2003-02-11;297,00
2003-02-12;298,00
2003-02-13;297,00
2003-02-14;294,40
2003-02-15;295,80
2003-02-16;298,10
2003-02-17;289,30
2003-02-18;288,80
2003-02-19;290,30
2003-02-20;291,00
2003-02-21;292,40
2003-02-22;288,50
2003-02-23;289,10
2003-02-24;292,90
2003-02-25;296,20
2003-02-26;295,30
2003-02-27;295,40
2003-02-28;295,50
2003-03-01;296,00
2003-03-02;297,40
2003-03-03;296,30
2003-03-04;298,10
2003-03-05;290,80
2003-03-06;290,00
2003-03-07;289,30
2003-03-08;293,20
2003-03-09;294,90
2003-03-10;294,30
2003-03-11;295,60
