fecha;radsup
2009-03-10;17,11
2009-03-11;12,87
2009-03-12;18,53
2009-03-13;19,34
2009-03-14;15,95
2009-03-15;18,77
2009-03-16;20,99
2009-03-17;10,42
2009-03-18;2,40
2009-03-19;21,72
2009-03-20;22,75
2009-03-21;21,66
2009-03-22;10,02
2009-03-23;19,06
2009-03-24;20,94
2009-03-25;21,76
2009-03-26;21,79
2009-03-27;20,91
2009-03-28;18,22
2009-03-29;18,74
2009-03-30;19,33
2009-03-31;15,41
2009-04-01;4,09
2009-04-02;5,55
2009-04-03;5,32
2009-04-04;15,44
2009-04-05;17,93
2009-04-06;16,60
2009-04-07;18,24
2009-04-08;17,64
