fecha;hrmean
2009-03-10;64,92
2009-03-11;69,37
2009-03-12;59,99
2009-03-13;47,49
2009-03-14;48,63
2009-03-15;58,98
2009-03-16;64,70
2009-03-17;71,54
2009-03-18;95,80
2009-03-19;61,97
2009-03-20;58,67
2009-03-21;61,45
2009-03-22;81,64
2009-03-23;67,15
2009-03-24;59,54
2009-03-25;51,31
2009-03-26;56,22
2009-03-27;56,96
2009-03-28;60,47
2009-03-29;60,76
2009-03-30;56,45
2009-03-31;56,88
2009-04-01;91,31
2009-04-02;91,29
2009-04-03;82,00
2009-04-04;78,95
2009-04-05;68,72
2009-04-06;54,98
2009-04-07;47,91
2009-04-08;45,37
