fecha;hrmean
2002-12-30;89,57
2002-12-31;82,80
2003-01-01;81,96
2003-01-02;80,95
2003-01-03;86,53
2003-01-04;81,66
2003-01-05;70,42
2003-01-06;65,83
2003-01-07;63,70
2003-01-08;61,04
2003-01-09;55,43
2003-01-10;62,32
2003-01-11;52,45
2003-01-12;53,95
2003-01-13;82,37
2003-01-14;78,21
2003-01-15;73,19
2003-01-16;69,99
2003-01-17;67,40
2003-01-18;64,76
2003-01-19;63,91
2003-01-20;62,04
2003-01-21;59,08
2003-01-22;59,06
2003-01-23;60,50
2003-01-24;63,58
2003-01-25;99,03
2003-01-26;85,17
2003-01-27;80,93
2003-01-28;79,68
