fecha;precip
2002-12-30;2,35
2002-12-31;26,74
2003-01-01;10,56
2003-01-02;13,37
2003-01-03;49,55
2003-01-04;15,60
2003-01-05;0,00
2003-01-06;0,00
2003-01-07;0,00
2003-01-08;0,00
2003-01-09;33,26
2003-01-10;15,55
2003-01-11;1,40
2003-01-12;0,00
2003-01-13;0,00
2003-01-14;2,57
2003-01-15;16,39
2003-01-16;8,88
2003-01-17;4,17
2003-01-18;3,74
2003-01-19;11,08
2003-01-20;26,59
2003-01-21;0,50
2003-01-22;0,00
2003-01-23;0,00
2003-01-24;0,00
2003-01-25;0,00
2003-01-26;0,00
2003-01-27;0,00
2003-01-28;0,00
