fecha;hrmean
2002-12-30;78,04
2002-12-31;90,78
2003-01-01;96,02
2003-01-02;80,44
2003-01-03;73,67
2003-01-04;73,07
2003-01-05;65,56
2003-01-06;61,75
2003-01-07;62,33
2003-01-08;71,15
2003-01-09;91,13
2003-01-10;93,38
2003-01-11;80,06
2003-01-12;66,75
2003-01-13;65,30
2003-01-14;63,25
2003-01-15;69,09
2003-01-16;68,57
2003-01-17;66,26
2003-01-18;61,52
2003-01-19;48,94
2003-01-20;49,20
2003-01-21;56,95
2003-01-22;48,68
2003-01-23;43,13
2003-01-24;50,65
2003-01-25;79,16
2003-01-26;78,52
2003-01-27;69,37
2003-01-28;66,49
