fecha;radsup
2002-12-30;9,58
2002-12-31;4,63
2003-01-01;12,14
2003-01-02;20,59
2003-01-03;17,89
2003-01-04;28,29
2003-01-05;29,69
2003-01-06;29,74
2003-01-07;28,90
2003-01-08;18,30
2003-01-09;7,33
2003-01-10;10,14
2003-01-11;19,48
2003-01-12;28,90
2003-01-13;28,90
2003-01-14;28,26
2003-01-15;28,99
2003-01-16;29,13
2003-01-17;28,98
2003-01-18;27,24
2003-01-19;21,13
2003-01-20;14,68
2003-01-21;11,94
2003-01-22;24,45
2003-01-23;22,56
2003-01-24;18,62
2003-01-25;11,11
2003-01-26;20,59
2003-01-27;23,68
2003-01-28;12,19
