fecha;tmin
2002-12-30;298,40
2002-12-31;296,10
2003-01-01;294,60
2003-01-02;296,70
2003-01-03;295,50
2003-01-04;294,90
2003-01-05;293,90
2003-01-06;293,20
2003-01-07;293,10
2003-01-08;293,60
2003-01-09;295,10
2003-01-10;295,90
2003-01-11;295,40
2003-01-12;294,80
2003-01-13;295,10
2003-01-14;297,50
2003-01-15;299,10
2003-01-16;299,40
2003-01-17;299,80
2003-01-18;297,80
2003-01-19;298,50
2003-01-20;296,60
2003-01-21;296,30
2003-01-22;296,10
2003-01-23;291,00
2003-01-24;290,50
2003-01-25;291,00
2003-01-26;291,80
2003-01-27;291,20
2003-01-28;292,90
