fecha;hrmean
2002-12-30;85,73
2002-12-31;94,98
2003-01-01;93,85
2003-01-02;90,98
2003-01-03;76,66
2003-01-04;65,77
2003-01-05;67,26
2003-01-06;66,66
2003-01-07;68,71
2003-01-08;69,03
2003-01-09;69,41
2003-01-10;61,32
2003-01-11;68,73
2003-01-12;75,66
2003-01-13;66,03
2003-01-14;83,28
2003-01-15;71,06
2003-01-16;89,56
2003-01-17;79,63
2003-01-18;73,55
2003-01-19;94,19
2003-01-20;93,99
2003-01-21;85,66
2003-01-22;82,66
2003-01-23;75,35
2003-01-24;78,82
2003-01-25;79,64
2003-01-26;69,85
2003-01-27;71,83
2003-01-28;63,28
