fecha;radsup
2003-02-24;23,34
2003-02-25;22,44
2003-02-26;22,60
2003-02-27;22,67
2003-02-28;23,08
2003-03-01;22,28
2003-03-02;16,65
2003-03-03;19,30
2003-03-04;7,72
2003-03-05;3,93
2003-03-06;21,76
2003-03-07;23,33
2003-03-08;24,67
2003-03-09;24,64
2003-03-10;24,48
2003-03-11;23,38
2003-03-12;22,98
2003-03-13;21,68
2003-03-14;21,89
2003-03-15;20,63
2003-03-16;17,09
2003-03-17;19,87
2003-03-18;21,84
2003-03-19;21,19
2003-03-20;20,47
2003-03-21;20,35
2003-03-22;12,28
2003-03-23;9,97
2003-03-24;9,98
2003-03-25;6,93
