fecha;tmin
2003-02-24;291,90
2003-02-25;296,70
2003-02-26;297,30
2003-02-27;299,90
2003-02-28;300,20
2003-03-01;301,20
2003-03-02;301,80
2003-03-03;297,10
2003-03-04;292,70
2003-03-05;293,00
2003-03-06;292,10
2003-03-07;291,40
2003-03-08;292,30
2003-03-09;294,60
2003-03-10;292,40
2003-03-11;294,10
2003-03-12;293,90
2003-03-13;293,50
2003-03-14;292,90
2003-03-15;292,20
2003-03-16;297,00
2003-03-17;290,50
2003-03-18;289,40
2003-03-19;288,50
2003-03-20;292,60
2003-03-21;293,90
2003-03-22;296,20
2003-03-23;295,00
2003-03-24;292,40
2003-03-25;287,20
