fecha;tmax
2003-02-24;305,60
2003-02-25;308,30
2003-02-26;308,90
2003-02-27;309,70
2003-02-28;310,70
2003-03-01;311,90
2003-03-02;311,50
2003-03-03;306,40
2003-03-04;304,30
2003-03-05;307,70
2003-03-06;309,70
2003-03-07;311,50
2003-03-08;310,30
2003-03-09;309,40
2003-03-10;307,70
2003-03-11;310,20
2003-03-12;310,60
2003-03-13;305,60
2003-03-14;302,50
2003-03-15;304,90
2003-03-16;304,90
2003-03-17;301,10
2003-03-18;301,00
2003-03-19;301,40
2003-03-20;301,30
2003-03-21;303,60
2003-03-22;301,70
2003-03-23;305,00
2003-03-24;303,40
2003-03-25;303,40
