fecha;hrmean
2003-02-24;79,40
2003-02-25;73,58
2003-02-26;65,90
2003-02-27;60,70
2003-02-28;52,38
2003-03-01;60,85
2003-03-02;63,84
2003-03-03;98,43
2003-03-04;93,65
2003-03-05;86,09
2003-03-06;93,45
2003-03-07;78,35
2003-03-08;79,83
2003-03-09;79,90
2003-03-10;74,99
2003-03-11;74,37
2003-03-12;85,43
2003-03-13;94,26
2003-03-14;90,13
2003-03-15;71,27
2003-03-16;72,61
2003-03-17;71,03
2003-03-18;69,61
2003-03-19;75,48
2003-03-20;83,76
2003-03-21;77,26
2003-03-22;73,13
2003-03-23;66,90
2003-03-24;66,31
2003-03-25;68,88
