fecha;hrmean
2003-04-14;71,37
2003-04-15;68,33
2003-04-16;66,63
2003-04-17;63,94
2003-04-18;88,59
2003-04-19;81,50
2003-04-20;90,52
2003-04-21;88,39
2003-04-22;85,61
2003-04-23;83,04
2003-04-24;76,76
2003-04-25;76,05
2003-04-26;82,53
2003-04-27;98,27
2003-04-28;85,04
2003-04-29;80,88
2003-04-30;68,42
2003-05-01;66,52
2003-05-02;82,48
2003-05-03;99,59
2003-05-04;98,58
2003-05-05;95,58
2003-05-06;87,38
2003-05-07;83,55
2003-05-08;83,05
2003-05-09;73,57
2003-05-10;74,09
2003-05-11;72,21
2003-05-12;80,52
2003-05-13;78,60
