fecha;tmax
2003-04-14;298,50
2003-04-15;300,90
2003-04-16;302,00
2003-04-17;294,80
2003-04-18;295,60
2003-04-19;293,70
2003-04-20;293,70
2003-04-21;294,10
2003-04-22;296,70
2003-04-23;296,10
2003-04-24;294,90
2003-04-25;293,50
2003-04-26;289,10
2003-04-27;290,40
2003-04-28;292,80
2003-04-29;290,20
2003-04-30;290,90
2003-05-01;292,10
2003-05-02;293,70
2003-05-03;296,20
2003-05-04;291,40
2003-05-05;288,50
2003-05-06;287,50
2003-05-07;291,10
2003-05-08;292,40
2003-05-09;289,40
2003-05-10;294,90
2003-05-11;296,00
2003-05-12;293,90
2003-05-13;299,10
