fecha;hrmean
2003-04-14;68,73
2003-04-15;67,92
2003-04-16;64,14
2003-04-17;82,07
2003-04-18;99,74
2003-04-19;95,09
2003-04-20;78,04
2003-04-21;80,56
2003-04-22;82,03
2003-04-23;79,59
2003-04-24;76,90
2003-04-25;82,32
2003-04-26;89,72
2003-04-27;92,01
2003-04-28;99,74
2003-04-29;97,45
2003-04-30;97,04
2003-05-01;83,49
2003-05-02;91,39
2003-05-03;94,76
2003-05-04;98,16
2003-05-05;94,44
2003-05-06;91,99
2003-05-07;90,50
2003-05-08;86,84
2003-05-09;86,88
2003-05-10;88,63
2003-05-11;90,39
2003-05-12;91,21
2003-05-13;93,82
