fecha;precip
2003-04-14;0,00
2003-04-15;0,00
2003-04-16;0,00
2003-04-17;78,02
2003-04-18;11,15
2003-04-19;0,00
2003-04-20;0,00
2003-04-21;0,11
2003-04-22;29,57
2003-04-23;11,32
2003-04-24;0,00
2003-04-25;3,22
2003-04-26;1,97
2003-04-27;6,29
2003-04-28;48,02
2003-04-29;13,78
2003-04-30;1,04
2003-05-01;0,19
2003-05-02;0,00
2003-05-03;0,22
2003-05-04;7,34
2003-05-05;11,25
2003-05-06;0,15
2003-05-07;0,00
2003-05-08;34,34
2003-05-09;8,77
2003-05-10;0,32
2003-05-11;1,08
2003-05-12;5,57
2003-05-13;9,42
