fecha;tmax
2008-12-15;306,10
2008-12-16;310,40
2008-12-17;312,70
2008-12-18;315,10
2008-12-19;306,30
2008-12-20;310,80
2008-12-21;314,30
2008-12-22;319,00
2008-12-23;308,10
2008-12-24;302,90
2008-12-25;310,20
2008-12-26;312,00
2008-12-27;299,20
2008-12-28;306,40
2008-12-29;309,40
2008-12-30;310,30
2008-12-31;308,30
2009-01-01;309,20
2009-01-02;307,40
2009-01-03;311,60
2009-01-04;312,30
2009-01-05;313,20
2009-01-06;314,30
2009-01-07;313,80
2009-01-08;308,70
2009-01-09;307,00
2009-01-10;304,20
2009-01-11;304,80
2009-01-12;306,10
2009-01-13;307,30
