fecha;radsup
2008-12-15;13,25
2008-12-16;29,46
2008-12-17;28,11
2008-12-18;26,05
2008-12-19;7,23
2008-12-20;28,73
2008-12-21;28,39
2008-12-22;26,00
2008-12-23;12,88
2008-12-24;13,00
2008-12-25;26,40
2008-12-26;15,76
2008-12-27;2,54
2008-12-28;16,22
2008-12-29;22,04
2008-12-30;24,63
2008-12-31;25,25
2009-01-01;23,12
2009-01-02;20,03
2009-01-03;25,04
2009-01-04;29,04
2009-01-05;29,38
2009-01-06;29,41
2009-01-07;27,72
2009-01-08;9,12
2009-01-09;23,81
2009-01-10;28,82
2009-01-11;28,96
2009-01-12;28,41
2009-01-13;28,23
