fecha;hrmean
2008-12-15;38,11
2008-12-16;38,86
2008-12-17;35,13
2008-12-18;43,72
2008-12-19;44,95
2008-12-20;62,39
2008-12-21;51,25
2008-12-22;48,29
2008-12-23;83,14
2008-12-24;71,67
2008-12-25;78,19
2008-12-26;82,39
2008-12-27;53,92
2008-12-28;73,34
2008-12-29;89,01
2008-12-30;70,75
2008-12-31;93,82
2009-01-01;80,86
2009-01-02;66,58
2009-01-03;66,69
2009-01-04;81,55
2009-01-05;59,97
2009-01-06;60,74
2009-01-07;50,54
2009-01-08;56,85
2009-01-09;55,12
2009-01-10;89,32
2009-01-11;85,71
2009-01-12;99,30
2009-01-13;89,26
