fecha;precip
2008-12-15;0,00
2008-12-16;0,00
2008-12-17;1,12
2008-12-18;0,00
2008-12-19;0,60
2008-12-20;0,80
2008-12-21;0,04
2008-12-22;0,78
2008-12-23;20,69
2008-12-24;1,71
2008-12-25;1,27
2008-12-26;10,43
2008-12-27;0,24
2008-12-28;13,91
2008-12-29;17,37
2008-12-30;0,09
2008-12-31;11,15
2009-01-01;4,62
2009-01-02;0,00
2009-01-03;11,21
2009-01-04;16,91
2009-01-05;0,00
2009-01-06;0,00
2009-01-07;0,06
2009-01-08;0,22
2009-01-09;4,84
2009-01-10;40,31
2009-01-11;10,30
2009-01-12;63,78
2009-01-13;3,00
