fecha;radsup
2008-12-15;13,87
2008-12-16;28,68
2008-12-17;20,05
2008-12-18;20,34
2008-12-19;18,57
2008-12-20;22,50
2008-12-21;23,60
2008-12-22;18,99
2008-12-23;5,38
2008-12-24;22,92
2008-12-25;28,05
2008-12-26;28,66
2008-12-27;28,81
2008-12-28;28,48
2008-12-29;28,65
2008-12-30;16,69
2008-12-31;26,58
2009-01-01;21,55
2009-01-02;18,31
2009-01-03;28,10
2009-01-04;25,12
2009-01-05;19,29
2009-01-06;20,28
2009-01-07;25,99
2009-01-08;20,76
2009-01-09;14,11
2009-01-10;14,40
2009-01-11;16,59
2009-01-12;20,21
2009-01-13;25,00
