fecha;radsup
2008-12-15;28,51
2008-12-16;23,67
2008-12-17;25,12
2008-12-18;13,60
2008-12-19;21,66
2008-12-20;27,93
2008-12-21;28,16
2008-12-22;17,05
2008-12-23;13,22
2008-12-24;11,17
2008-12-25;17,06
2008-12-26;5,35
2008-12-27;29,34
2008-12-28;30,17
2008-12-29;30,32
2008-12-30;28,48
2008-12-31;20,00
2009-01-01;27,56
2009-01-02;23,94
2009-01-03;12,94
2009-01-04;13,80
2009-01-05;19,19
2009-01-06;12,83
2009-01-07;15,39
2009-01-08;22,42
2009-01-09;24,31
2009-01-10;18,02
2009-01-11;23,61
2009-01-12;29,18
2009-01-13;28,76
