fecha;tmax
2009-02-20;308,90
2009-02-21;308,50
2009-02-22;301,90
2009-02-23;302,90
2009-02-24;298,60
2009-02-25;299,40
2009-02-26;300,00
2009-02-27;302,90
2009-02-28;304,80
2009-03-01;307,00
2009-03-02;309,30
2009-03-03;304,80
2009-03-04;297,10
2009-03-05;302,90
2009-03-06;304,10
2009-03-07;300,80
2009-03-08;299,70
2009-03-09;305,00
2009-03-10;297,10
2009-03-11;294,50
2009-03-12;291,50
2009-03-13;294,10
2009-03-14;298,80
2009-03-15;303,10
2009-03-16;305,40
2009-03-17;304,40
2009-03-18;304,10
2009-03-19;304,80
2009-03-20;306,50
2009-03-21;303,00
