fecha;tmax
2009-02-20;310,50
2009-02-21;312,00
2009-02-22;306,90
2009-02-23;303,90
2009-02-24;298,40
2009-02-25;300,10
2009-02-26;297,60
2009-02-27;306,80
2009-02-28;305,10
2009-03-01;304,40
2009-03-02;301,30
2009-03-03;298,60
2009-03-04;299,00
2009-03-05;305,00
2009-03-06;300,40
2009-03-07;301,90
2009-03-08;302,40
2009-03-09;304,00
2009-03-10;306,80
2009-03-11;300,60
2009-03-12;307,10
2009-03-13;308,20
2009-03-14;306,40
2009-03-15;309,00
2009-03-16;309,00
2009-03-17;308,90
2009-03-18;309,30
2009-03-19;308,40
2009-03-20;308,60
2009-03-21;308,90
