fecha;tmin
2009-02-20;298,90
2009-02-21;303,00
2009-02-22;294,90
2009-02-23;292,90
2009-02-24;292,80
2009-02-25;293,00
2009-02-26;293,20
2009-02-27;293,20
2009-02-28;290,70
2009-03-01;291,30
2009-03-02;296,90
2009-03-03;298,70
2009-03-04;298,60
2009-03-05;302,30
2009-03-06;290,00
2009-03-07;288,40
2009-03-08;289,20
2009-03-09;290,10
2009-03-10;288,50
2009-03-11;288,00
2009-03-12;288,30
2009-03-13;288,90
2009-03-14;289,00
2009-03-15;290,80
2009-03-16;289,50
2009-03-17;291,50
2009-03-18;293,00
2009-03-19;294,10
2009-03-20;295,40
2009-03-21;291,50
