fecha;tmax
2009-02-20;311,50
2009-02-21;312,90
2009-02-22;306,20
2009-02-23;302,60
2009-02-24;297,30
2009-02-25;298,80
2009-02-26;303,40
2009-02-27;303,40
2009-02-28;303,70
2009-03-01;307,00
2009-03-02;310,80
2009-03-03;304,80
2009-03-04;301,00
2009-03-05;304,00
2009-03-06;302,90
2009-03-07;299,00
2009-03-08;297,90
2009-03-09;304,20
2009-03-10;302,00
2009-03-11;298,30
2009-03-12;297,90
2009-03-13;299,90
2009-03-14;302,40
2009-03-15;304,30
2009-03-16;306,10
2009-03-17;304,90
2009-03-18;294,60
2009-03-19;297,90
2009-03-20;299,60
2009-03-21;300,70
