fecha;radsup
2009-02-20;13,96
2009-02-21;18,71
2009-02-22;15,93
2009-02-23;16,08
2009-02-24;7,34
2009-02-25;8,75
2009-02-26;4,03
2009-02-27;18,80
2009-02-28;10,62
2009-03-01;9,19
2009-03-02;6,19
2009-03-03;6,26
2009-03-04;11,66
2009-03-05;11,86
2009-03-06;11,12
2009-03-07;21,97
2009-03-08;24,34
2009-03-09;23,00
2009-03-10;19,06
2009-03-11;5,92
2009-03-12;19,77
2009-03-13;22,04
2009-03-14;9,02
2009-03-15;18,22
2009-03-16;18,48
2009-03-17;20,42
2009-03-18;18,87
2009-03-19;17,16
2009-03-20;18,50
2009-03-21;17,69
