fecha;radsup
2009-01-26;21,30
2009-01-27;24,55
2009-01-28;6,35
2009-01-29;27,40
2009-01-30;27,71
2009-01-31;23,13
2009-02-01;3,54
2009-02-02;4,12
2009-02-03;21,52
2009-02-04;26,31
2009-02-05;17,36
2009-02-06;27,47
2009-02-07;13,40
2009-02-08;4,15
2009-02-09;4,49
2009-02-10;21,82
2009-02-11;26,42
2009-02-12;25,30
2009-02-13;24,83
2009-02-14;26,46
2009-02-15;25,00
2009-02-16;23,78
2009-02-17;25,61
2009-02-18;25,68
2009-02-19;25,81
2009-02-20;26,23
2009-02-21;24,91
2009-02-22;20,63
2009-02-23;23,40
2009-02-24;24,77
