fecha;tmin
2009-01-26;299,10
2009-01-27;299,70
2009-01-28;295,40
2009-01-29;294,90
2009-01-30;297,90
2009-01-31;297,00
2009-02-01;296,30
2009-02-02;297,50
2009-02-03;297,90
2009-02-04;299,00
2009-02-05;294,40
2009-02-06;291,90
2009-02-07;294,80
2009-02-08;296,80
2009-02-09;295,70
2009-02-10;298,20
2009-02-11;295,60
2009-02-12;295,70
2009-02-13;294,10
2009-02-14;296,40
2009-02-15;296,00
2009-02-16;289,40
2009-02-17;291,30
2009-02-18;290,50
2009-02-19;286,40
2009-02-20;284,20
2009-02-21;286,50
2009-02-22;287,50
2009-02-23;290,20
2009-02-24;293,60
