fecha;hrmean
2009-01-26;43,15
2009-01-27;41,10
2009-01-28;88,31
2009-01-29;59,70
2009-01-30;59,76
2009-01-31;71,21
2009-02-01;59,51
2009-02-02;58,10
2009-02-03;87,88
2009-02-04;71,46
2009-02-05;78,78
2009-02-06;70,95
2009-02-07;67,01
2009-02-08;94,41
2009-02-09;78,43
2009-02-10;81,88
2009-02-11;92,61
2009-02-12;85,84
2009-02-13;67,77
2009-02-14;68,39
2009-02-15;81,06
2009-02-16;82,98
2009-02-17;85,81
2009-02-18;90,88
2009-02-19;57,95
2009-02-20;53,52
2009-02-21;53,00
2009-02-22;55,13
2009-02-23;57,49
2009-02-24;56,30
