fecha;radsup
2009-01-26;21,53
2009-01-27;17,15
2009-01-28;17,76
2009-01-29;21,58
2009-01-30;20,61
2009-01-31;7,55
2009-02-01;18,58
2009-02-02;11,71
2009-02-03;22,02
2009-02-04;19,17
2009-02-05;19,22
2009-02-06;21,81
2009-02-07;16,79
2009-02-08;19,78
2009-02-09;12,56
2009-02-10;17,58
2009-02-11;18,68
2009-02-12;18,87
2009-02-13;10,68
2009-02-14;14,74
2009-02-15;8,70
2009-02-16;21,19
2009-02-17;25,18
2009-02-18;22,61
2009-02-19;25,62
2009-02-20;24,60
2009-02-21;7,99
2009-02-22;13,90
2009-02-23;12,97
2009-02-24;23,59
