fecha;radsup
2009-01-26;17,02
2009-01-27;20,85
2009-01-28;5,97
2009-01-29;18,48
2009-01-30;12,64
2009-01-31;16,07
2009-02-01;25,16
2009-02-02;22,47
2009-02-03;6,32
2009-02-04;9,81
2009-02-05;9,56
2009-02-06;21,51
2009-02-07;23,41
2009-02-08;3,31
2009-02-09;18,37
2009-02-10;6,09
2009-02-11;4,50
2009-02-12;12,90
2009-02-13;24,76
2009-02-14;23,13
2009-02-15;6,51
2009-02-16;6,52
2009-02-17;9,03
2009-02-18;3,98
2009-02-19;26,21
2009-02-20;26,70
2009-02-21;26,37
2009-02-22;26,42
2009-02-23;25,20
2009-02-24;14,27
