fecha;tmin
2009-01-26;298,40
2009-01-27;301,10
2009-01-28;299,90
2009-01-29;297,00
2009-01-30;296,20
2009-01-31;299,20
2009-02-01;301,50
2009-02-02;296,70
2009-02-03;294,70
2009-02-04;295,40
2009-02-05;294,40
2009-02-06;292,40
2009-02-07;294,30
2009-02-08;294,80
2009-02-09;295,90
2009-02-10;295,40
2009-02-11;296,80
2009-02-12;295,60
2009-02-13;296,30
2009-02-14;295,90
2009-02-15;296,10
2009-02-16;299,60
2009-02-17;296,70
2009-02-18;292,10
2009-02-19;291,00
2009-02-20;291,50
2009-02-21;293,10
2009-02-22;297,10
2009-02-23;298,40
2009-02-24;296,80
