fecha;tmin
2009-01-26;300,10
2009-01-27;300,20
2009-01-28;297,30
2009-01-29;293,60
2009-01-30;297,10
2009-01-31;293,90
2009-02-01;297,20
2009-02-02;296,90
2009-02-03;295,90
2009-02-04;295,40
2009-02-05;297,20
2009-02-06;291,90
2009-02-07;294,40
2009-02-08;297,20
2009-02-09;296,40
2009-02-10;295,50
2009-02-11;292,50
2009-02-12;294,90
2009-02-13;296,80
2009-02-14;292,80
2009-02-15;292,00
2009-02-16;295,00
2009-02-17;293,50
2009-02-18;293,70
2009-02-19;292,80
2009-02-20;291,90
2009-02-21;292,20
2009-02-22;297,40
2009-02-23;295,30
2009-02-24;295,60
