fecha;radsup
2002-12-23;1,66
2002-12-24;28,94
2002-12-25;30,18
2002-12-26;28,45
2002-12-27;2,19
2002-12-28;13,52
2002-12-29;6,28
2002-12-30;6,88
2002-12-31;3,00
2003-01-01;23,49
2003-01-02;3,35
2003-01-03;4,24
2003-01-04;19,34
2003-01-05;23,09
2003-01-06;12,85
2003-01-07;3,19
2003-01-08;7,73
2003-01-09;29,16
2003-01-10;29,20
2003-01-11;27,49
2003-01-12;14,95
2003-01-13;9,94
2003-01-14;5,83
2003-01-15;23,94
2003-01-16;24,79
2003-01-17;26,56
2003-01-18;3,84
2003-01-19;6,01
2003-01-20;19,45
2003-01-21;23,62
