fecha;tmax
2002-12-23;300,10
2002-12-24;297,80
2002-12-25;299,30
2002-12-26;302,20
2002-12-27;308,00
2002-12-28;307,30
2002-12-29;307,80
2002-12-30;310,10
2002-12-31;312,80
2003-01-01;305,60
2003-01-02;307,80
2003-01-03;310,80
2003-01-04;311,30
2003-01-05;307,20
2003-01-06;293,30
2003-01-07;295,00
2003-01-08;298,70
2003-01-09;300,10
2003-01-10;301,00
2003-01-11;300,70
2003-01-12;299,50
2003-01-13;303,00
2003-01-14;304,80
2003-01-15;305,30
2003-01-16;304,70
2003-01-17;304,10
2003-01-18;306,60
2003-01-19;304,50
2003-01-20;308,80
2003-01-21;306,70
