fecha;tmax
2002-12-23;302,80
2002-12-24;297,20
2002-12-25;301,50
2002-12-26;303,50
2002-12-27;308,50
2002-12-28;308,80
2002-12-29;310,70
2002-12-30;309,80
2002-12-31;311,10
2003-01-01;303,60
2003-01-02;300,50
2003-01-03;303,30
2003-01-04;302,30
2003-01-05;305,10
2003-01-06;305,80
2003-01-07;309,50
2003-01-08;309,50
2003-01-09;305,90
2003-01-10;302,70
2003-01-11;304,20
2003-01-12;307,90
2003-01-13;307,60
2003-01-14;306,60
2003-01-15;302,40
2003-01-16;293,70
2003-01-17;302,00
2003-01-18;302,30
2003-01-19;305,00
2003-01-20;303,00
2003-01-21;303,60
