fecha;tmin
2002-12-23;289,10
2002-12-24;287,00
2002-12-25;286,70
2002-12-26;288,90
2002-12-27;292,30
2002-12-28;294,70
2002-12-29;296,50
2002-12-30;298,40
2002-12-31;298,70
2003-01-01;298,20
2003-01-02;298,40
2003-01-03;300,20
2003-01-04;296,90
2003-01-05;301,20
2003-01-06;299,10
2003-01-07;296,50
2003-01-08;295,10
2003-01-09;295,30
2003-01-10;295,80
2003-01-11;297,10
2003-01-12;296,10
2003-01-13;299,30
2003-01-14;292,70
2003-01-15;291,10
2003-01-16;291,70
2003-01-17;291,90
2003-01-18;290,60
2003-01-19;291,10
2003-01-20;293,80
2003-01-21;296,60
