fecha;hrmean
2002-12-23;86,04
2002-12-24;73,37
2002-12-25;73,46
2002-12-26;78,60
2002-12-27;76,06
2002-12-28;65,73
2002-12-29;62,02
2002-12-30;55,46
2002-12-31;51,17
2003-01-01;56,05
2003-01-02;60,38
2003-01-03;52,21
2003-01-04;40,26
2003-01-05;76,96
2003-01-06;97,52
2003-01-07;92,78
2003-01-08;86,67
2003-01-09;81,89
2003-01-10;77,87
2003-01-11;79,17
2003-01-12;89,54
2003-01-13;93,51
2003-01-14;74,41
2003-01-15;63,89
2003-01-16;62,74
2003-01-17;67,50
2003-01-18;65,41
2003-01-19;71,01
2003-01-20;63,04
2003-01-21;62,96
