fecha;precip
2002-12-23;41,54
2002-12-24;0,00
2002-12-25;0,00
2002-12-26;0,00
2002-12-27;4,60
2002-12-28;0,78
2002-12-29;5,36
2002-12-30;1,19
2002-12-31;40,52
2003-01-01;6,65
2003-01-02;66,64
2003-01-03;108,32
2003-01-04;0,11
2003-01-05;2,03
2003-01-06;11,62
2003-01-07;11,32
2003-01-08;0,00
2003-01-09;0,00
2003-01-10;0,00
2003-01-11;0,00
2003-01-12;0,00
2003-01-13;1,56
2003-01-14;34,11
2003-01-15;0,09
2003-01-16;0,02
2003-01-17;1,62
2003-01-18;80,31
2003-01-19;30,18
2003-01-20;5,25
2003-01-21;0,02
