fecha;precip
2002-12-23;27,32
2002-12-24;0,00
2002-12-25;0,00
2002-12-26;0,00
2002-12-27;0,00
2002-12-28;0,00
2002-12-29;0,00
2002-12-30;0,00
2002-12-31;0,00
2003-01-01;0,00
2003-01-02;13,37
2003-01-03;2,70
2003-01-04;37,32
2003-01-05;0,00
2003-01-06;0,00
2003-01-07;22,25
2003-01-08;87,93
2003-01-09;0,99
2003-01-10;0,00
2003-01-11;0,00
2003-01-12;0,00
2003-01-13;10,04
2003-01-14;45,38
2003-01-15;10,82
2003-01-16;0,45
2003-01-17;0,00
2003-01-18;19,89
2003-01-19;5,90
2003-01-20;4,23
2003-01-21;0,00
