fecha;radsup
2003-02-03;25,90
2003-02-04;23,66
2003-02-05;19,91
2003-02-06;24,38
2003-02-07;23,57
2003-02-08;7,64
2003-02-09;4,06
2003-02-10;11,54
2003-02-11;18,83
2003-02-12;24,65
2003-02-13;23,73
2003-02-14;22,48
2003-02-15;21,65
2003-02-16;25,60
2003-02-17;20,53
2003-02-18;21,03
2003-02-19;5,83
2003-02-20;12,65
2003-02-21;21,56
2003-02-22;23,25
2003-02-23;24,44
2003-02-24;22,86
2003-02-25;21,94
2003-02-26;19,98
2003-02-27;19,77
2003-02-28;17,66
2003-03-01;21,31
2003-03-02;22,73
2003-03-03;16,18
2003-03-04;13,75
