fecha;tmin
2003-02-03;302,50
2003-02-04;302,40
2003-02-05;303,20
2003-02-06;303,60
2003-02-07;304,10
2003-02-08;303,00
2003-02-09;298,50
2003-02-10;299,30
2003-02-11;297,60
2003-02-12;295,70
2003-02-13;297,20
2003-02-14;296,90
2003-02-15;297,10
2003-02-16;286,70
2003-02-17;281,70
2003-02-18;289,80
2003-02-19;288,80
2003-02-20;290,10
2003-02-21;294,00
2003-02-22;297,80
2003-02-23;295,30
2003-02-24;295,30
2003-02-25;295,20
2003-02-26;294,80
2003-02-27;291,50
2003-02-28;291,50
2003-03-01;295,60
2003-03-02;295,90
2003-03-03;296,30
2003-03-04;295,90
