fecha;tmin
2003-02-03;303,10
2003-02-04;303,10
2003-02-05;301,60
2003-02-06;300,20
2003-02-07;299,40
2003-02-08;297,10
2003-02-09;294,40
2003-02-10;291,30
2003-02-11;291,40
2003-02-12;291,60
2003-02-13;291,60
2003-02-14;293,80
2003-02-15;293,00
2003-02-16;294,70
2003-02-17;291,90
2003-02-18;292,60
2003-02-19;292,80
2003-02-20;290,60
2003-02-21;293,10
2003-02-22;301,50
2003-02-23;302,10
2003-02-24;300,20
2003-02-25;299,20
2003-02-26;293,40
2003-02-27;293,20
2003-02-28;293,90
2003-03-01;294,30
2003-03-02;296,40
2003-03-03;296,10
2003-03-04;296,10
