fecha;tmax
2009-01-14;306,80
2009-01-15;307,30
2009-01-16;300,10
2009-01-17;300,70
2009-01-18;304,00
2009-01-19;305,50
2009-01-20;309,50
2009-01-21;308,60
2009-01-22;307,20
2009-01-23;307,00
2009-01-24;312,70
2009-01-25;309,80
2009-01-26;309,60
2009-01-27;307,50
2009-01-28;306,00
2009-01-29;306,70
2009-01-30;302,00
2009-01-31;296,00
2009-02-01;300,00
2009-02-02;302,80
2009-02-03;305,80
2009-02-04;303,50
2009-02-05;308,10
2009-02-06;305,00
2009-02-07;309,50
2009-02-08;309,10
2009-02-09;312,30
2009-02-10;310,60
2009-02-11;304,20
2009-02-12;312,10
