fecha;precip
2009-01-14;0,00
2009-01-15;52,25
2009-01-16;197,38
2009-01-17;9,31
2009-01-18;0,28
2009-01-19;22,87
2009-01-20;0,02
2009-01-21;0,00
2009-01-22;0,00
2009-01-23;0,00
2009-01-24;0,00
2009-01-25;0,00
2009-01-26;2,89
2009-01-27;23,28
2009-01-28;2,31
2009-01-29;9,85
2009-01-30;11,21
2009-01-31;1,08
2009-02-01;89,62
2009-02-02;0,00
2009-02-03;0,71
2009-02-04;0,00
2009-02-05;0,00
2009-02-06;0,00
2009-02-07;0,00
2009-02-08;0,00
2009-02-09;0,00
2009-02-10;11,86
2009-02-11;4,69
2009-02-12;1,30
