fecha;radsup
2009-01-14;23,01
2009-01-15;19,27
2009-01-16;23,12
2009-01-17;5,55
2009-01-18;12,22
2009-01-19;5,24
2009-01-20;6,03
2009-01-21;26,26
2009-01-22;28,67
2009-01-23;26,23
2009-01-24;22,01
2009-01-25;19,38
2009-01-26;21,58
2009-01-27;20,27
2009-01-28;13,93
2009-01-29;27,61
2009-01-30;27,18
2009-01-31;27,74
2009-02-01;25,85
2009-02-02;24,85
2009-02-03;14,14
2009-02-04;7,49
2009-02-05;7,50
2009-02-06;25,14
2009-02-07;15,16
2009-02-08;24,75
2009-02-09;21,24
2009-02-10;20,16
2009-02-11;19,20
2009-02-12;4,33
