fecha;radsup
2009-01-14;23,91
2009-01-15;15,04
2009-01-16;24,38
2009-01-17;17,62
2009-01-18;12,92
2009-01-19;23,76
2009-01-20;28,39
2009-01-21;28,23
2009-01-22;28,13
2009-01-23;27,83
2009-01-24;25,66
2009-01-25;25,47
2009-01-26;14,49
2009-01-27;5,57
2009-01-28;24,10
2009-01-29;26,26
2009-01-30;6,26
2009-01-31;5,23
2009-02-01;9,29
2009-02-02;19,88
2009-02-03;23,26
2009-02-04;27,60
2009-02-05;27,04
2009-02-06;24,84
2009-02-07;17,28
2009-02-08;20,78
2009-02-09;14,04
2009-02-10;22,11
2009-02-11;21,04
2009-02-12;20,38
