fecha;hrmean
2009-01-14;66,52
2009-01-15;64,52
2009-01-16;82,40
2009-01-17;95,09
2009-01-18;91,95
2009-01-19;95,92
2009-01-20;63,78
2009-01-21;56,21
2009-01-22;57,10
2009-01-23;59,61
2009-01-24;53,72
2009-01-25;45,89
2009-01-26;41,76
2009-01-27;43,74
2009-01-28;49,46
2009-01-29;43,79
2009-01-30;71,82
2009-01-31;99,42
2009-02-01;84,22
2009-02-02;60,41
2009-02-03;58,59
2009-02-04;53,10
2009-02-05;42,49
2009-02-06;50,84
2009-02-07;45,47
2009-02-08;38,99
2009-02-09;42,36
2009-02-10;37,16
2009-02-11;30,42
2009-02-12;33,87
