fecha;precip
2009-01-14;0,00
2009-01-15;0,02
2009-01-16;3,05
2009-01-17;39,53
2009-01-18;27,76
2009-01-19;0,50
2009-01-20;0,00
2009-01-21;0,00
2009-01-22;2,76
2009-01-23;68,67
2009-01-24;1,94
2009-01-25;24,93
2009-01-26;19,48
2009-01-27;3,07
2009-01-28;13,28
2009-01-29;50,33
2009-01-30;10,71
2009-01-31;0,37
2009-02-01;0,02
2009-02-02;0,00
2009-02-03;8,27
2009-02-04;33,22
2009-02-05;6,67
2009-02-06;1,40
2009-02-07;1,23
2009-02-08;0,73
2009-02-09;0,00
2009-02-10;0,00
2009-02-11;28,77
2009-02-12;3,37
