fecha;precip
2009-01-14;0,00
2009-01-15;0,00
2009-01-16;0,00
2009-01-17;21,54
2009-01-18;72,08
2009-01-19;19,87
2009-01-20;18,42
2009-01-21;15,53
2009-01-22;11,99
2009-01-23;11,30
2009-01-24;6,87
2009-01-25;15,34
2009-01-26;12,14
2009-01-27;0,02
2009-01-28;0,02
2009-01-29;1,75
2009-01-30;17,58
2009-01-31;2,31
2009-02-01;68,36
2009-02-02;12,05
2009-02-03;0,09
2009-02-04;0,00
2009-02-05;0,00
2009-02-06;0,00
2009-02-07;0,00
2009-02-08;0,00
2009-02-09;0,00
2009-02-10;0,09
2009-02-11;0,00
2009-02-12;0,22
