fecha;radsup
2009-01-14;26,82
2009-01-15;12,76
2009-01-16;3,60
2009-01-17;16,84
2009-01-18;27,29
2009-01-19;14,08
2009-01-20;19,00
2009-01-21;25,86
2009-01-22;28,94
2009-01-23;27,93
2009-01-24;27,48
2009-01-25;27,72
2009-01-26;19,29
2009-01-27;3,43
2009-01-28;7,48
2009-01-29;5,57
2009-01-30;8,95
2009-01-31;21,43
2009-02-01;2,80
2009-02-02;25,85
2009-02-03;25,22
2009-02-04;25,83
2009-02-05;26,44
2009-02-06;26,98
2009-02-07;26,38
2009-02-08;26,61
2009-02-09;22,20
2009-02-10;21,68
2009-02-11;6,26
2009-02-12;9,59
