fecha;radsup
2009-01-14;26,69
2009-01-15;27,01
2009-01-16;26,49
2009-01-17;3,30
2009-01-18;15,76
2009-01-19;25,01
2009-01-20;22,70
2009-01-21;28,36
2009-01-22;28,01
2009-01-23;27,35
2009-01-24;25,26
2009-01-25;7,77
2009-01-26;13,97
2009-01-27;23,44
2009-01-28;5,46
2009-01-29;25,42
2009-01-30;27,78
2009-01-31;10,28
2009-02-01;11,97
2009-02-02;8,37
2009-02-03;3,85
2009-02-04;21,02
2009-02-05;16,73
2009-02-06;16,18
2009-02-07;8,13
2009-02-08;11,02
2009-02-09;10,18
2009-02-10;25,40
2009-02-11;26,79
2009-02-12;26,45
