fecha;tmin
2008-12-08;295,30
2008-12-09;301,30
2008-12-10;298,50
2008-12-11;292,60
2008-12-12;292,50
2008-12-13;292,90
2008-12-14;290,60
2008-12-15;291,20
2008-12-16;291,40
2008-12-17;292,70
2008-12-18;295,70
2008-12-19;294,40
2008-12-20;292,00
2008-12-21;289,30
2008-12-22;289,50
2008-12-23;290,00
2008-12-24;292,80
2008-12-25;295,90
2008-12-26;298,80
2008-12-27;297,80
2008-12-28;295,10
2008-12-29;292,00
2008-12-30;290,10
2008-12-31;288,10
2009-01-01;290,10
2009-01-02;292,50
2009-01-03;294,20
2009-01-04;294,60
2009-01-05;297,50
2009-01-06;293,90
