fecha;hrmean
2008-12-08;28,00
2008-12-09;48,80
2008-12-10;95,53
2008-12-11;80,32
2008-12-12;65,33
2008-12-13;57,97
2008-12-14;53,19
2008-12-15;47,67
2008-12-16;44,40
2008-12-17;42,95
2008-12-18;49,69
2008-12-19;72,43
2008-12-20;46,18
2008-12-21;52,35
2008-12-22;57,13
2008-12-23;65,94
2008-12-24;53,99
2008-12-25;52,37
2008-12-26;42,01
2008-12-27;42,00
2008-12-28;87,25
2008-12-29;94,65
2008-12-30;74,20
2008-12-31;64,92
2009-01-01;71,83
2009-01-02;49,31
2009-01-03;41,99
2009-01-04;50,54
2009-01-05;85,61
2009-01-06;88,40
