fecha;hrmean
2008-12-08;34,26
2008-12-09;55,43
2008-12-10;90,32
2008-12-11;71,46
2008-12-12;62,44
2008-12-13;63,40
2008-12-14;57,85
2008-12-15;48,90
2008-12-16;47,57
2008-12-17;52,66
2008-12-18;56,68
2008-12-19;38,13
2008-12-20;41,35
2008-12-21;48,59
2008-12-22;47,65
2008-12-23;46,14
2008-12-24;53,17
2008-12-25;79,18
2008-12-26;67,01
2008-12-27;79,49
2008-12-28;55,73
2008-12-29;64,74
2008-12-30;89,22
2008-12-31;75,24
2009-01-01;59,21
2009-01-02;52,78
2009-01-03;60,49
2009-01-04;56,69
2009-01-05;92,33
2009-01-06;82,42
