fecha;tmin
2008-12-08;295,30
2008-12-09;296,90
2008-12-10;296,10
2008-12-11;290,40
2008-12-12;290,30
2008-12-13;294,70
2008-12-14;295,00
2008-12-15;292,10
2008-12-16;293,60
2008-12-17;296,50
2008-12-18;297,60
2008-12-19;296,20
2008-12-20;295,60
2008-12-21;296,30
2008-12-22;296,50
2008-12-23;294,30
2008-12-24;294,50
2008-12-25;294,30
2008-12-26;296,00
2008-12-27;294,20
2008-12-28;295,70
2008-12-29;295,50
2008-12-30;295,40
2008-12-31;295,20
2009-01-01;292,00
2009-01-02;293,40
2009-01-03;295,70
2009-01-04;296,20
2009-01-05;297,10
2009-01-06;297,70
