fecha;radsup
2003-03-10;22,01
2003-03-11;19,26
2003-03-12;17,71
2003-03-13;21,72
2003-03-14;16,33
2003-03-15;6,39
2003-03-16;13,56
2003-03-17;5,50
2003-03-18;10,06
2003-03-19;19,14
2003-03-20;19,00
2003-03-21;15,92
2003-03-22;5,02
2003-03-23;12,19
2003-03-24;17,21
2003-03-25;12,94
2003-03-26;14,18
2003-03-27;4,37
2003-03-28;14,70
2003-03-29;14,41
2003-03-30;17,92
2003-03-31;17,43
2003-04-01;6,07
2003-04-02;13,73
2003-04-03;17,44
2003-04-04;17,09
2003-04-05;14,30
2003-04-06;17,85
2003-04-07;13,64
2003-04-08;13,12
