fecha;hrmean
2003-03-10;87,11
2003-03-11;84,04
2003-03-12;77,60
2003-03-13;83,16
2003-03-14;88,82
2003-03-15;80,87
2003-03-16;86,45
2003-03-17;68,27
2003-03-18;74,95
2003-03-19;78,66
2003-03-20;75,07
2003-03-21;93,14
2003-03-22;91,47
2003-03-23;93,87
2003-03-24;93,00
2003-03-25;85,02
2003-03-26;80,11
2003-03-27;79,85
2003-03-28;76,97
2003-03-29;72,23
2003-03-30;65,21
2003-03-31;64,72
2003-04-01;72,51
2003-04-02;74,02
2003-04-03;72,13
2003-04-04;71,55
2003-04-05;68,72
2003-04-06;68,40
2003-04-07;67,11
2003-04-08;63,80
