fecha;tmin
2003-03-10;295,60
2003-03-11;295,60
2003-03-12;296,20
2003-03-13;295,90
2003-03-14;296,30
2003-03-15;298,30
2003-03-16;296,70
2003-03-17;293,80
2003-03-18;291,70
2003-03-19;293,90
2003-03-20;295,60
2003-03-21;297,50
2003-03-22;292,00
2003-03-23;289,70
2003-03-24;286,60
2003-03-25;288,50
2003-03-26;289,50
2003-03-27;294,80
2003-03-28;290,30
2003-03-29;291,00
2003-03-30;293,00
2003-03-31;295,80
2003-04-01;296,00
2003-04-02;293,30
2003-04-03;294,60
2003-04-04;293,60
2003-04-05;290,50
2003-04-06;291,10
2003-04-07;291,40
2003-04-08;292,30
